store,category,day_of_week,month,revenue
S01,Baby Care,Monday,2024-11,99019.60999999999
S01,Baby Care,Saturday,2024-11,211546.00000000006
S01,Baby Care,Sunday,2024-11,144730.64000000004
S01,Baby Care,Thursday,2024-11,110092.33
S01,Baby Care,Tuesday,2024-11,74539.34000000001
S01,Baby Care,Wednesday,2024-11,71516.37
S01,Bakery,Friday,2024-11,19836.25999999999
S01,Bakery,Monday,2024-11,13892.910000000005
S01,Bakery,Saturday,2024-11,33375.58999999999
S01,Bakery,Sunday,2024-11,22387.890000000003
S01,Bakery,Thursday,2024-11,17796.360000000004
S01,Bakery,Tuesday,2024-11,11951.710000000001
S01,Bakery,Wednesday,2024-11,13474.870000000003
S01,Beverages,Friday,2024-11,45818.76000000002
S01,Beverages,Monday,2024-11,32174.749999999996
S01,Beverages,Saturday,2024-11,61634.39000000001
S01,Beverages,Sunday,2024-11,53722.53999999999
S01,Beverages,Thursday,2024-11,27181.5
S01,Beverages,Tuesday,2024-11,28974.829999999994
S01,Beverages,Wednesday,2024-11,34312.18999999999
S01,Biscuits & Snacks,Friday,2024-11,16250.550000000003
S01,Biscuits & Snacks,Monday,2024-11,8416.45
S01,Biscuits & Snacks,Saturday,2024-11,20847.03000000001
S01,Biscuits & Snacks,Sunday,2024-11,13043.219999999996
S01,Biscuits & Snacks,Thursday,2024-11,7105.289999999996
S01,Biscuits & Snacks,Tuesday,2024-11,7020.840000000003
S01,Biscuits & Snacks,Wednesday,2024-11,9261.110000000004
S01,Confectionery,Friday,2024-11,32066.069999999996
S01,Confectionery,Monday,2024-11,20937.61
S01,Confectionery,Saturday,2024-11,47516.15
S01,Confectionery,Sunday,2024-11,32591.01000000001
S01,Confectionery,Thursday,2024-11,19027.45
S01,Confectionery,Tuesday,2024-11,16766.63
S01,Confectionery,Wednesday,2024-11,18859.580000000005
S01,Dairy,Friday,2024-11,48089.649999999994
S01,Dairy,Monday,2024-11,37849.21000000001
S01,Dairy,Saturday,2024-11,97848.88999999997
S01,Dairy,Sunday,2024-11,70933.90999999999
S01,Dairy,Thursday,2024-11,41792.68
S01,Dairy,Tuesday,2024-11,53757.689999999995
S01,Dairy,Wednesday,2024-11,56632.72999999999
S01,Edible Oils,Friday,2024-11,164531.83
S01,Edible Oils,Monday,2024-11,86759.85
S01,Edible Oils,Saturday,2024-11,158052.80000000002
S01,Edible Oils,Sunday,2024-11,163018.25
S01,Edible Oils,Thursday,2024-11,100954.74000000002
S01,Edible Oils,Tuesday,2024-11,83466.95999999998
S01,Edible Oils,Wednesday,2024-11,114929.11
S01,Frozen & Ready to Eat,Friday,2024-11,46322.85
S01,Frozen & Ready to Eat,Monday,2024-11,39976.43000000001
S01,Frozen & Ready to Eat,Saturday,2024-11,59746.48000000001
S01,Frozen & Ready to Eat,Sunday,2024-11,42859.540000000015
S01,Frozen & Ready to Eat,Thursday,2024-11,38495.29
S01,Frozen & Ready to Eat,Tuesday,2024-11,28598.9
S01,Frozen & Ready to Eat,Wednesday,2024-11,30557.609999999993
S01,Fruits & Vegetables,Friday,2024-11,27199.75
S01,Fruits & Vegetables,Monday,2024-11,17682.440000000006
S01,Fruits & Vegetables,Saturday,2024-11,31356.999999999996
S01,Fruits & Vegetables,Sunday,2024-11,20091.67999999999
S01,Fruits & Vegetables,Thursday,2024-11,15232.189999999997
S01,Fruits & Vegetables,Tuesday,2024-11,11999.93
S01,Fruits & Vegetables,Wednesday,2024-11,20445.999999999993
S01,Home Care,Friday,2024-11,53441.859999999986
S01,Home Care,Monday,2024-11,31660.290000000005
S01,Home Care,Saturday,2024-11,69433.22999999998
S01,Home Care,Sunday,2024-11,50579.40999999997
S01,Home Care,Thursday,2024-11,39741.78999999999
S01,Home Care,Tuesday,2024-11,23525.84
S01,Home Care,Wednesday,2024-11,19437.96
S01,Personal Care,Friday,2024-11,60165.98999999999
S01,Personal Care,Monday,2024-11,49228.34999999999
S01,Personal Care,Saturday,2024-11,84221.84000000003
S01,Personal Care,Sunday,2024-11,62921.18000000001
S01,Personal Care,Thursday,2024-11,39964.52999999999
S01,Personal Care,Tuesday,2024-11,45284.34
S01,Personal Care,Wednesday,2024-11,39856.09000000001
S01,Spices & Masala,Friday,2024-11,28630.070000000003
S01,Spices & Masala,Monday,2024-11,17438.409999999996
S01,Spices & Masala,Saturday,2024-11,43325.64
S01,Spices & Masala,Sunday,2024-11,32986.899999999994
S01,Spices & Masala,Thursday,2024-11,19781.419999999995
S01,Spices & Masala,Tuesday,2024-11,14458.83
S01,Spices & Masala,Wednesday,2024-11,15379.840000000002
S01,Staples & Grains,Friday,2024-11,184779.67999999985
S01,Staples & Grains,Monday,2024-11,110770.75
S01,Staples & Grains,Saturday,2024-11,248607.75000000003
S01,Staples & Grains,Sunday,2024-11,163493.85000000006
S01,Staples & Grains,Thursday,2024-11,135143.14
S01,Staples & Grains,Tuesday,2024-11,89855.42000000001
S01,Staples & Grains,Wednesday,2024-11,126445.42999999998
S01,Stationery & General,Friday,2024-11,54168.72000000001
S01,Stationery & General,Monday,2024-11,26509.119999999995
S01,Stationery & General,Saturday,2024-11,60824.38000000002
S01,Stationery & General,Sunday,2024-11,40410.15000000001
S01,Stationery & General,Thursday,2024-11,35468.14
S01,Stationery & General,Tuesday,2024-11,20054.450000000004
S01,Stationery & General,Wednesday,2024-11,29147.980000000003
S01,UNKNOWN,Friday,2024-11,-11962.26
S01,UNKNOWN,Monday,2024-11,-8441.82
S01,UNKNOWN,Saturday,2024-11,-9357.839999999998
S01,UNKNOWN,Sunday,2024-11,-8425.150000000001
S01,UNKNOWN,Thursday,2024-11,-5329.969999999999
S01,UNKNOWN,Tuesday,2024-11,-4330.05
S01,UNKNOWN,Wednesday,2024-11,-3702.86
S01,Baby Care,Friday,2024-12,115288.40000000004
S01,Baby Care,Monday,2024-12,128038.01000000004
S01,Baby Care,Saturday,2024-12,137721.77000000002
S01,Baby Care,Sunday,2024-12,155217.97999999998
S01,Baby Care,Thursday,2024-12,122923.32999999997
S01,Baby Care,Tuesday,2024-12,94092.14
S01,Baby Care,Wednesday,2024-12,85974.55000000002
S01,Bakery,Friday,2024-12,24335.909999999993
S01,Bakery,Monday,2024-12,16154.290000000005
S01,Bakery,Saturday,2024-12,23024.959999999992
S01,Bakery,Sunday,2024-12,31787.69999999998
S01,Bakery,Thursday,2024-12,18565.019999999997
S01,Bakery,Tuesday,2024-12,13781.860000000004
S01,Bakery,Wednesday,2024-12,9028.469999999998
S01,Beverages,Friday,2024-12,50386.14000000002
S01,Beverages,Monday,2024-12,37724.140000000014
S01,Beverages,Saturday,2024-12,39926.560000000005
S01,Beverages,Sunday,2024-12,52711.49
S01,Beverages,Thursday,2024-12,30135.86
S01,Beverages,Tuesday,2024-12,30893.829999999984
S01,Beverages,Wednesday,2024-12,37900.450000000004
S01,Biscuits & Snacks,Friday,2024-12,12198.960000000003
S01,Biscuits & Snacks,Monday,2024-12,9803.520000000002
S01,Biscuits & Snacks,Saturday,2024-12,14736.750000000002
S01,Biscuits & Snacks,Sunday,2024-12,15684.33
S01,Biscuits & Snacks,Thursday,2024-12,7516.090000000001
S01,Biscuits & Snacks,Tuesday,2024-12,9298.199999999997
S01,Biscuits & Snacks,Wednesday,2024-12,7965.19
S01,Confectionery,Friday,2024-12,27478.57
S01,Confectionery,Monday,2024-12,26227.589999999993
S01,Confectionery,Saturday,2024-12,31576.08999999999
S01,Confectionery,Sunday,2024-12,35385.03
S01,Confectionery,Thursday,2024-12,20094.769999999997
S01,Confectionery,Tuesday,2024-12,13402.309999999998
S01,Confectionery,Wednesday,2024-12,18839.440000000002
S01,Dairy,Friday,2024-12,68574.79999999997
S01,Dairy,Monday,2024-12,44993.52
S01,Dairy,Saturday,2024-12,82540.98000000001
S01,Dairy,Sunday,2024-12,97401.65999999999
S01,Dairy,Thursday,2024-12,55605.18999999998
S01,Dairy,Tuesday,2024-12,45580.890000000014
S01,Dairy,Wednesday,2024-12,32534.889999999996
S01,Edible Oils,Friday,2024-12,112869.56999999999
S01,Edible Oils,Monday,2024-12,149617.08
S01,Edible Oils,Saturday,2024-12,152462.08000000005
S01,Edible Oils,Sunday,2024-12,165320.56999999995
S01,Edible Oils,Thursday,2024-12,103610.38999999997
S01,Edible Oils,Tuesday,2024-12,99892.89999999997
S01,Edible Oils,Wednesday,2024-12,98621.74
S01,Frozen & Ready to Eat,Friday,2024-12,41697.149999999994
S01,Frozen & Ready to Eat,Monday,2024-12,44924.630000000005
S01,Frozen & Ready to Eat,Saturday,2024-12,45934.66000000002
S01,Frozen & Ready to Eat,Sunday,2024-12,60039.98999999998
S01,Frozen & Ready to Eat,Thursday,2024-12,35389.32
S01,Frozen & Ready to Eat,Tuesday,2024-12,43868.329999999994
S01,Frozen & Ready to Eat,Wednesday,2024-12,26297.550000000003
S01,Fruits & Vegetables,Friday,2024-12,24134.66
S01,Fruits & Vegetables,Monday,2024-12,22306.54
S01,Fruits & Vegetables,Saturday,2024-12,30498.019999999997
S01,Fruits & Vegetables,Sunday,2024-12,40207.380000000005
S01,Fruits & Vegetables,Thursday,2024-12,15106.759999999997
S01,Fruits & Vegetables,Tuesday,2024-12,18927.670000000006
S01,Fruits & Vegetables,Wednesday,2024-12,13808.599999999997
S01,Home Care,Friday,2024-12,31144.69
S01,Home Care,Monday,2024-12,34699.37999999999
S01,Home Care,Saturday,2024-12,53066.239999999976
S01,Home Care,Sunday,2024-12,72035.02000000002
S01,Home Care,Thursday,2024-12,44737.479999999996
S01,Home Care,Tuesday,2024-12,27959.839999999993
S01,Home Care,Wednesday,2024-12,28815.17
S01,Personal Care,Friday,2024-12,56167.670000000006
S01,Personal Care,Monday,2024-12,57352.52
S01,Personal Care,Saturday,2024-12,85150.98
S01,Personal Care,Sunday,2024-12,90215.78000000004
S01,Personal Care,Thursday,2024-12,49744.070000000014
S01,Personal Care,Tuesday,2024-12,33727.9
S01,Personal Care,Wednesday,2024-12,40505.770000000004
S01,Spices & Masala,Friday,2024-12,26591.42000000001
S01,Spices & Masala,Monday,2024-12,15651.179999999998
S01,Spices & Masala,Saturday,2024-12,27630.6
S01,Spices & Masala,Sunday,2024-12,43046.94999999998
S01,Spices & Masala,Thursday,2024-12,25563.14999999999
S01,Spices & Masala,Tuesday,2024-12,20869.99
S01,Spices & Masala,Wednesday,2024-12,13782.800000000001
S01,Staples & Grains,Friday,2024-12,185378.25999999995
S01,Staples & Grains,Monday,2024-12,147484.58000000002
S01,Staples & Grains,Saturday,2024-12,204869.74999999997
S01,Staples & Grains,Sunday,2024-12,241723.79999999993
S01,Staples & Grains,Thursday,2024-12,114797.23999999998
S01,Staples & Grains,Tuesday,2024-12,145916.06999999995
S01,Staples & Grains,Wednesday,2024-12,98676.92000000001
S01,Stationery & General,Friday,2024-12,44630.669999999984
S01,Stationery & General,Monday,2024-12,30115.260000000002
S01,Stationery & General,Saturday,2024-12,39638.07999999999
S01,Stationery & General,Sunday,2024-12,64959.61999999998
S01,Stationery & General,Thursday,2024-12,33269.48
S01,Stationery & General,Tuesday,2024-12,32941.30000000002
S01,Stationery & General,Wednesday,2024-12,26674.809999999998
S01,UNKNOWN,Friday,2024-12,-8205.609999999999
S01,UNKNOWN,Monday,2024-12,-8501.569999999998
S01,UNKNOWN,Saturday,2024-12,-8431.530000000002
S01,UNKNOWN,Sunday,2024-12,-11384.740000000002
S01,UNKNOWN,Thursday,2024-12,-8728.74
S01,UNKNOWN,Tuesday,2024-12,-7072.51
S01,UNKNOWN,Wednesday,2024-12,-5617.95
S02,Baby Care,Friday,2024-01,105796.16
S02,Baby Care,Monday,2024-01,79528.95999999999
S02,Baby Care,Saturday,2024-01,122564.08999999994
S02,Baby Care,Sunday,2024-01,68979.12
S02,Baby Care,Thursday,2024-01,63483.48999999999
S02,Baby Care,Tuesday,2024-01,74236.27
S02,Baby Care,Wednesday,2024-01,89437.97999999995
S02,Bakery,Friday,2024-01,10890.939999999999
S02,Bakery,Monday,2024-01,9010.790000000003
S02,Bakery,Saturday,2024-01,15391.130000000003
S02,Bakery,Sunday,2024-01,15285.210000000003
S02,Bakery,Thursday,2024-01,11193.849999999999
S02,Bakery,Tuesday,2024-01,11575.740000000007
S02,Bakery,Wednesday,2024-01,9757.269999999997
S02,Beverages,Friday,2024-01,28837.190000000002
S02,Beverages,Monday,2024-01,27877.48000000001
S02,Beverages,Saturday,2024-01,20105.690000000002
S02,Beverages,Sunday,2024-01,23890.800000000003
S02,Beverages,Thursday,2024-01,17538.41
S02,Beverages,Tuesday,2024-01,25036.189999999995
S02,Beverages,Wednesday,2024-01,17722.460000000006
S02,Biscuits & Snacks,Friday,2024-01,5771.039999999999
S02,Biscuits & Snacks,Monday,2024-01,4781.629999999999
S02,Biscuits & Snacks,Saturday,2024-01,9209.12
S02,Biscuits & Snacks,Sunday,2024-01,9006.29
S02,Biscuits & Snacks,Thursday,2024-01,7359.909999999995
S02,Biscuits & Snacks,Tuesday,2024-01,7772.969999999996
S02,Biscuits & Snacks,Wednesday,2024-01,6768.789999999998
S02,Confectionery,Friday,2024-01,16590.569999999996
S02,Confectionery,Monday,2024-01,13865.070000000002
S02,Confectionery,Saturday,2024-01,19421.53
S02,Confectionery,Sunday,2024-01,20554.24
S02,Confectionery,Thursday,2024-01,10924.669999999998
S02,Confectionery,Tuesday,2024-01,16055.269999999999
S02,Confectionery,Wednesday,2024-01,15585.43
S02,Dairy,Friday,2024-01,19557.08
S02,Dairy,Monday,2024-01,36538.23
S02,Dairy,Saturday,2024-01,47706.539999999986
S02,Dairy,Sunday,2024-01,31294.820000000003
S02,Dairy,Thursday,2024-01,28826.81
S02,Dairy,Tuesday,2024-01,22146.43
S02,Dairy,Wednesday,2024-01,36740.560000000005
S02,Edible Oils,Friday,2024-01,51807.26999999998
S02,Edible Oils,Monday,2024-01,78009.19999999998
S02,Edible Oils,Saturday,2024-01,115251.91999999998
S02,Edible Oils,Sunday,2024-01,74620.37000000001
S02,Edible Oils,Thursday,2024-01,48213.18
S02,Edible Oils,Tuesday,2024-01,49035.56000000001
S02,Edible Oils,Wednesday,2024-01,78830.36
S02,Frozen & Ready to Eat,Friday,2024-01,32477.580000000016
S02,Frozen & Ready to Eat,Monday,2024-01,25675.400000000012
S02,Frozen & Ready to Eat,Saturday,2024-01,36158.35000000001
S02,Frozen & Ready to Eat,Sunday,2024-01,30281.270000000008
S02,Frozen & Ready to Eat,Thursday,2024-01,18892.620000000003
S02,Frozen & Ready to Eat,Tuesday,2024-01,39769.8
S02,Frozen & Ready to Eat,Wednesday,2024-01,25871.510000000017
S02,Fruits & Vegetables,Friday,2024-01,10113.899999999998
S02,Fruits & Vegetables,Monday,2024-01,12850.289999999999
S02,Fruits & Vegetables,Saturday,2024-01,17190.97
S02,Fruits & Vegetables,Sunday,2024-01,16487.260000000002
S02,Fruits & Vegetables,Thursday,2024-01,11438.68
S02,Fruits & Vegetables,Tuesday,2024-01,12074.310000000001
S02,Fruits & Vegetables,Wednesday,2024-01,13581.55
S02,Home Care,Friday,2024-01,24641.590000000004
S02,Home Care,Monday,2024-01,22821.600000000002
S02,Home Care,Saturday,2024-01,36097.03999999999
S02,Home Care,Sunday,2024-01,20428.029999999995
S02,Home Care,Thursday,2024-01,14646.6
S02,Home Care,Tuesday,2024-01,33201.87000000001
S02,Home Care,Wednesday,2024-01,27818.139999999992
S02,Personal Care,Friday,2024-01,22107.72
S02,Personal Care,Monday,2024-01,34611.10000000002
S02,Personal Care,Saturday,2024-01,49974.54
S02,Personal Care,Sunday,2024-01,37572.87999999999
S02,Personal Care,Thursday,2024-01,25093.84
S02,Personal Care,Tuesday,2024-01,28058.440000000002
S02,Personal Care,Wednesday,2024-01,32100.90000000001
S02,Spices & Masala,Friday,2024-01,22835.469999999998
S02,Spices & Masala,Monday,2024-01,16306.439999999997
S02,Spices & Masala,Saturday,2024-01,23219.250000000007
S02,Spices & Masala,Sunday,2024-01,12149.389999999998
S02,Spices & Masala,Thursday,2024-01,12158.699999999999
S02,Spices & Masala,Tuesday,2024-01,15961.910000000005
S02,Spices & Masala,Wednesday,2024-01,17175.73
S02,Staples & Grains,Friday,2024-01,84526.12999999999
S02,Staples & Grains,Monday,2024-01,100032.95000000003
S02,Staples & Grains,Saturday,2024-01,124588.38999999996
S02,Staples & Grains,Sunday,2024-01,69551.11
S02,Staples & Grains,Thursday,2024-01,76538.11
S02,Staples & Grains,Tuesday,2024-01,75299.63999999998
S02,Staples & Grains,Wednesday,2024-01,106686.89
S02,Stationery & General,Friday,2024-01,20818.26
S02,Stationery & General,Monday,2024-01,22125.960000000003
S02,Stationery & General,Saturday,2024-01,29627.82
S02,Stationery & General,Sunday,2024-01,28217.47000000001
S02,Stationery & General,Thursday,2024-01,20010.55
S02,Stationery & General,Tuesday,2024-01,17293.119999999995
S02,Stationery & General,Wednesday,2024-01,17449.920000000006
S02,UNKNOWN,Friday,2024-01,-5944.239999999999
S02,UNKNOWN,Monday,2024-01,-7096.169999999999
S02,UNKNOWN,Saturday,2024-01,-7653.980000000001
S02,UNKNOWN,Sunday,2024-01,-3933.64
S02,UNKNOWN,Thursday,2024-01,-4233.31
S02,UNKNOWN,Tuesday,2024-01,-4645.03
S02,UNKNOWN,Wednesday,2024-01,-6284.58
S02,Baby Care,Friday,2024-02,67254.96
S02,Baby Care,Monday,2024-02,56635.45999999999
S02,Baby Care,Saturday,2024-02,123573.53
S02,Baby Care,Sunday,2024-02,85880.14000000001
S02,Baby Care,Thursday,2024-02,88474.60000000002
S02,Baby Care,Tuesday,2024-02,70414.11
S02,Baby Care,Wednesday,2024-02,47807.54000000001
S02,Bakery,Friday,2024-02,11585.020000000002
S02,Bakery,Monday,2024-02,6830.95
S02,Bakery,Saturday,2024-02,16283.390000000001
S02,Bakery,Sunday,2024-02,15748.560000000001
S02,Bakery,Thursday,2024-02,10576.990000000002
S02,Bakery,Tuesday,2024-02,9383.919999999998
S02,Bakery,Wednesday,2024-02,6989.919999999999
S02,Beverages,Friday,2024-02,15532.27
S02,Beverages,Monday,2024-02,18674.3
S02,Beverages,Saturday,2024-02,29856.75
S02,Beverages,Sunday,2024-02,21945.150000000005
S02,Beverages,Thursday,2024-02,29211.980000000007
S02,Beverages,Tuesday,2024-02,22193.809999999998
S02,Beverages,Wednesday,2024-02,12164.190000000002
S02,Biscuits & Snacks,Friday,2024-02,6746.9400000000005
S02,Biscuits & Snacks,Monday,2024-02,3816.21
S02,Biscuits & Snacks,Saturday,2024-02,7554.28
S02,Biscuits & Snacks,Sunday,2024-02,5376.879999999998
S02,Biscuits & Snacks,Thursday,2024-02,7663.609999999998
S02,Biscuits & Snacks,Tuesday,2024-02,5729.94
S02,Biscuits & Snacks,Wednesday,2024-02,4393.6399999999985
S02,Confectionery,Friday,2024-02,13689.679999999998
S02,Confectionery,Monday,2024-02,12216.929999999997
S02,Confectionery,Saturday,2024-02,16770.210000000003
S02,Confectionery,Sunday,2024-02,21460.22
S02,Confectionery,Thursday,2024-02,9828.709999999997
S02,Confectionery,Tuesday,2024-02,11972.01
S02,Confectionery,Wednesday,2024-02,15424.139999999998
S02,Dairy,Friday,2024-02,31195.8
S02,Dairy,Monday,2024-02,23044.49
S02,Dairy,Saturday,2024-02,43268.5
S02,Dairy,Sunday,2024-02,43554.610000000015
S02,Dairy,Thursday,2024-02,28237.279999999995
S02,Dairy,Tuesday,2024-02,27644.35
S02,Dairy,Wednesday,2024-02,23920.350000000002
S02,Edible Oils,Friday,2024-02,51810.1
S02,Edible Oils,Monday,2024-02,64825.299999999996
S02,Edible Oils,Saturday,2024-02,94703.32999999999
S02,Edible Oils,Sunday,2024-02,80972.4
S02,Edible Oils,Thursday,2024-02,69039.97
S02,Edible Oils,Tuesday,2024-02,64392.090000000004
S02,Edible Oils,Wednesday,2024-02,50239.079999999994
S02,Frozen & Ready to Eat,Friday,2024-02,25960.989999999998
S02,Frozen & Ready to Eat,Monday,2024-02,20131.569999999996
S02,Frozen & Ready to Eat,Saturday,2024-02,38437.259999999995
S02,Frozen & Ready to Eat,Sunday,2024-02,30884.090000000004
S02,Frozen & Ready to Eat,Thursday,2024-02,24020.14
S02,Frozen & Ready to Eat,Tuesday,2024-02,20590.65
S02,Frozen & Ready to Eat,Wednesday,2024-02,23591.44
S02,Fruits & Vegetables,Friday,2024-02,14624.989999999998
S02,Fruits & Vegetables,Monday,2024-02,5100.149999999999
S02,Fruits & Vegetables,Saturday,2024-02,12275.16
S02,Fruits & Vegetables,Sunday,2024-02,13548.980000000001
S02,Fruits & Vegetables,Thursday,2024-02,10276.79
S02,Fruits & Vegetables,Tuesday,2024-02,7948.429999999999
S02,Fruits & Vegetables,Wednesday,2024-02,11358.890000000001
S02,Home Care,Friday,2024-02,23033.570000000003
S02,Home Care,Monday,2024-02,21086.449999999997
S02,Home Care,Saturday,2024-02,33640.74000000001
S02,Home Care,Sunday,2024-02,24554.210000000006
S02,Home Care,Thursday,2024-02,26818.33
S02,Home Care,Tuesday,2024-02,23405.36
S02,Home Care,Wednesday,2024-02,14356.630000000001
S02,Personal Care,Friday,2024-02,29303.5
S02,Personal Care,Monday,2024-02,24804.14
S02,Personal Care,Saturday,2024-02,50412.239999999976
S02,Personal Care,Sunday,2024-02,36529.03999999999
S02,Personal Care,Thursday,2024-02,32692.640000000003
S02,Personal Care,Tuesday,2024-02,30744.289999999994
S02,Personal Care,Wednesday,2024-02,30164.55
S02,Spices & Masala,Friday,2024-02,11959.960000000001
S02,Spices & Masala,Monday,2024-02,13456.69
S02,Spices & Masala,Saturday,2024-02,14643.209999999997
S02,Spices & Masala,Sunday,2024-02,17693.62
S02,Spices & Masala,Thursday,2024-02,14735.749999999996
S02,Spices & Masala,Tuesday,2024-02,17868.15
S02,Spices & Masala,Wednesday,2024-02,14561.77
S02,Staples & Grains,Friday,2024-02,40092.11000000001
S02,Staples & Grains,Monday,2024-02,51087.35
S02,Staples & Grains,Saturday,2024-02,111487.13999999998
S02,Staples & Grains,Sunday,2024-02,94514.72
S02,Staples & Grains,Thursday,2024-02,70764.23
S02,Staples & Grains,Tuesday,2024-02,97840.03999999996
S02,Staples & Grains,Wednesday,2024-02,46015.979999999996
S02,Stationery & General,Friday,2024-02,17436.13
S02,Stationery & General,Monday,2024-02,21831.83000000001
S02,Stationery & General,Saturday,2024-02,29123.9
S02,Stationery & General,Sunday,2024-02,20496.570000000003
S02,Stationery & General,Thursday,2024-02,22113.33000000001
S02,Stationery & General,Tuesday,2024-02,14276.510000000002
S02,Stationery & General,Wednesday,2024-02,16980.17
S02,UNKNOWN,Friday,2024-02,-5852.61
S02,UNKNOWN,Monday,2024-02,-3807.7999999999997
S02,UNKNOWN,Saturday,2024-02,-5676.85
S02,UNKNOWN,Sunday,2024-02,-5519.070000000001
S02,UNKNOWN,Thursday,2024-02,-5280.78
S02,UNKNOWN,Tuesday,2024-02,-5855.660000000001
S02,UNKNOWN,Wednesday,2024-02,-3613.0599999999995
S02,Baby Care,Friday,2024-03,114401.50999999998
S02,Baby Care,Monday,2024-03,45687.78999999999
S02,Baby Care,Saturday,2024-03,113947.85999999987
S02,Baby Care,Sunday,2024-03,146759.45
S02,Baby Care,Thursday,2024-03,91834.29999999997
S02,Baby Care,Tuesday,2024-03,62744.0
S02,Baby Care,Wednesday,2024-03,59653.32000000001
S02,Bakery,Friday,2024-03,15160.940000000004
S02,Bakery,Monday,2024-03,8960.460000000001
S02,Bakery,Saturday,2024-03,17694.93
S02,Bakery,Sunday,2024-03,17283.739999999994
S02,Bakery,Thursday,2024-03,11879.109999999997
S02,Bakery,Tuesday,2024-03,9634.24
S02,Bakery,Wednesday,2024-03,6518.400000000001
S02,Beverages,Friday,2024-03,29812.150000000005
S02,Beverages,Monday,2024-03,13469.979999999998
S02,Beverages,Saturday,2024-03,38173.05999999999
S02,Beverages,Sunday,2024-03,42099.51999999999
S02,Beverages,Thursday,2024-03,23558.27999999999
S02,Beverages,Tuesday,2024-03,11306.859999999997
S02,Beverages,Wednesday,2024-03,25557.280000000013
S02,Biscuits & Snacks,Friday,2024-03,10958.439999999999
S02,Biscuits & Snacks,Monday,2024-03,3831.5699999999997
S02,Biscuits & Snacks,Saturday,2024-03,13074.090000000006
S02,Biscuits & Snacks,Sunday,2024-03,9576.4
S02,Biscuits & Snacks,Thursday,2024-03,6282.76
S02,Biscuits & Snacks,Tuesday,2024-03,5156.229999999997
S02,Biscuits & Snacks,Wednesday,2024-03,6562.169999999998
S02,Confectionery,Friday,2024-03,25873.999999999996
S02,Confectionery,Monday,2024-03,11036.03
S02,Confectionery,Saturday,2024-03,26122.38
S02,Confectionery,Sunday,2024-03,26086.98999999999
S02,Confectionery,Thursday,2024-03,16713.859999999997
S02,Confectionery,Tuesday,2024-03,9279.43
S02,Confectionery,Wednesday,2024-03,15355.69
S02,Dairy,Friday,2024-03,45414.33999999999
S02,Dairy,Monday,2024-03,16141.220000000003
S02,Dairy,Saturday,2024-03,76868.00999999997
S02,Dairy,Sunday,2024-03,58534.98999999998
S02,Dairy,Thursday,2024-03,37299.340000000004
S02,Dairy,Tuesday,2024-03,32424.760000000002
S02,Dairy,Wednesday,2024-03,28495.640000000003
S02,Edible Oils,Friday,2024-03,107829.87999999999
S02,Edible Oils,Monday,2024-03,28658.479999999996
S02,Edible Oils,Saturday,2024-03,125426.40000000002
S02,Edible Oils,Sunday,2024-03,121084.12000000001
S02,Edible Oils,Thursday,2024-03,96889.04999999997
S02,Edible Oils,Tuesday,2024-03,52712.42
S02,Edible Oils,Wednesday,2024-03,75344.84999999998
S02,Frozen & Ready to Eat,Friday,2024-03,29226.679999999997
S02,Frozen & Ready to Eat,Monday,2024-03,12487.589999999998
S02,Frozen & Ready to Eat,Saturday,2024-03,42311.60999999999
S02,Frozen & Ready to Eat,Sunday,2024-03,44852.04999999999
S02,Frozen & Ready to Eat,Thursday,2024-03,25709.81
S02,Frozen & Ready to Eat,Tuesday,2024-03,19577.97
S02,Frozen & Ready to Eat,Wednesday,2024-03,22892.85
S02,Fruits & Vegetables,Friday,2024-03,20683.260000000002
S02,Fruits & Vegetables,Monday,2024-03,7292.959999999998
S02,Fruits & Vegetables,Saturday,2024-03,18559.2
S02,Fruits & Vegetables,Sunday,2024-03,19184.140000000003
S02,Fruits & Vegetables,Thursday,2024-03,11849.43
S02,Fruits & Vegetables,Tuesday,2024-03,10334.0
S02,Fruits & Vegetables,Wednesday,2024-03,9756.260000000002
S02,Home Care,Friday,2024-03,37095.31
S02,Home Care,Monday,2024-03,8592.310000000001
S02,Home Care,Saturday,2024-03,41492.069999999985
S02,Home Care,Sunday,2024-03,40248.229999999996
S02,Home Care,Thursday,2024-03,20637.289999999997
S02,Home Care,Tuesday,2024-03,16952.39
S02,Home Care,Wednesday,2024-03,27218.23
S02,Personal Care,Friday,2024-03,44543.47000000001
S02,Personal Care,Monday,2024-03,18905.739999999998
S02,Personal Care,Saturday,2024-03,69710.16999999997
S02,Personal Care,Sunday,2024-03,35721.42
S02,Personal Care,Thursday,2024-03,27463.539999999997
S02,Personal Care,Tuesday,2024-03,26580.070000000003
S02,Personal Care,Wednesday,2024-03,23507.089999999997
S02,Spices & Masala,Friday,2024-03,28475.530000000002
S02,Spices & Masala,Monday,2024-03,10173.880000000001
S02,Spices & Masala,Saturday,2024-03,38080.48
S02,Spices & Masala,Sunday,2024-03,22397.429999999997
S02,Spices & Masala,Thursday,2024-03,17377.83
S02,Spices & Masala,Tuesday,2024-03,16405.199999999997
S02,Spices & Masala,Wednesday,2024-03,14455.92
S02,Staples & Grains,Friday,2024-03,107154.67999999995
S02,Staples & Grains,Monday,2024-03,50508.49999999999
S02,Staples & Grains,Saturday,2024-03,157422.31999999998
S02,Staples & Grains,Sunday,2024-03,116113.58999999995
